%m/%d/%Y,45.98,85,6,15
04/13/2000,17,42,25,0,87.69298009277445,8.545051136,19.014,10.853661073655068,8.490426535837184,10.096371392382368
04/14/2000,20,21,25,2.4,86.24764219593841,10.411088097194945,23.567999999999998,8.837574384907787,10.36413620970395,9.28387928454658
04/15/2000,8.5,40,17,1,83.00716524638979,11.807496417194944,26.052,3.8064787583966107,11.748039956382021,4.490719897230806
04/16/2000,6.5,25,6,2,73.92380995553476,11.382585410286918,28.176,0.9810905126658482,11.37787538073307,0.6353923825345857
04/17/2000,13,34,24,0.5,85.47119803604394,13.638657602286917,31.47,7.5375402599694805,13.600109127118625,9.239622523418765
04/18/2000,6,40,22,0.4,86.42609768663267,14.671417922286917,33.504,7.7914842650419756,14.627640173290022,9.852907902788766
04/19/2000,5.5,52,6,0,86.33289902954611,15.439442498286917,35.448,3.4336653050609223,15.398077718972075,4.753113645024205
04/20/2000,8.5,46,16,0,86.38104581152966,16.696209986286917,37.932,5.722044785722974,16.649383292111384,8.078319660816783
04/21/2000,9.5,54,20,0,86.42920848918992,17.878308418286917,40.596000000000004,7.0476274884329095,17.830868522250988,10.015212560329532
04/22/2000,7,93,14,9,29.776724310329378,9.220859098849386,29.52469510340645,0.0065618926868603504,10.35600613216567,0.004034415553236527
04/23/2000,6.5,71,17,5,36.86433338689073,5.712563435918336,25.591223605170928,0.04332371071567585,7.332923872819403,0.0222575511971564
04/24/2000,6,59,17,0,59.82253674904474,6.418282987918336,27.625223605170927,0.9533553930545694,8.120115524816232,0.5155077017867641
04/25/2000,13,52,4,0,74.15524216701516,8.059062763918336,30.919223605170927,0.8969081926929604,9.758965542164566,0.5339908280773548
04/26/2000,15.5,40,11,0,84.38388406280067,10.473685483918334,34.66322360517093,3.372666078432833,11.933179700568708,3.978318936861677
04/27/2000,23,25,9,0,91.32745008691427,14.855643883918335,39.75722360517093,8.15527993951984,15.361438711844942,10.486580858840966
04/28/2000,19,46,16,0,89.88935820949767,17.487000811918335,44.13122360517093,9.450176622583173,17.569355444523417,12.622994859542516
04/29/2000,18,41,20,0,89.93867915770784,20.218967019918335,48.32522360517093,11.642485580244289,20.1964351964434,15.870933701589973
04/30/2000,14.5,51,16,0,88.42128759398217,22.072117227918334,51.88922360517093,7.655064155033634,22.04089451073998,11.954682492267963
05/01/2000,14.5,69,11,0,85.70152378178551,23.345271603918334,56.903223605170936,4.042710456167147,23.33228447083956,7.155851858725552
05/02/2000,15.5,42,8,0,87.38442127175169,25.879996651918333,62.09722360517094,4.409538583298485,25.858534867196614,8.212111123315674
05/03/2000,21,37,8,0,89.38596976180294,29.54544916991833,68.28122360517094,5.875076838266758,29.503143010823234,11.266836999856098
05/04/2000,23,32,16,0,90.98437905604894,33.85985237791833,74.82522360517093,11.051468393862415,33.79096316563737,19.630806887441622
05/05/2000,23,32,14,0,91.20529841778648,38.17425558591833,81.36922360517093,10.311318081985613,38.08172216648685,19.815317184585773
